,recon_loss,sindy_loss_x,sindy_loss_z,sindy_regular_loss,tot
175,0.14867258816957474,4.303891015052796,3.486688423156738,179.99334716796875,0.15279878973960875
176,0.1481907323002815,4.394112300872803,3.5195534467697143,179.99334716796875,0.15236369520425797
177,0.14762181639671326,4.360335946083069,3.4757380723953246,179.9933334350586,0.15177569836378096
178,0.1486287847161293,4.317013359069824,3.4931318521499635,179.9933319091797,0.15276187360286714
179,0.14742396771907806,4.288512420654297,3.3854617357254027,179.99332427978516,0.15153742283582688
180,0.14968175888061525,4.341370463371277,3.613063669204712,179.99331665039062,0.15383302122354509
181,0.1469276800751686,4.3039169073104855,3.492938780784607,179.99331665039062,0.1510542094707489
182,0.14676960557699203,4.141697955131531,3.3694998025894165,179.99331665039062,0.15080885589122772
183,0.1477518633008003,4.241132164001465,3.4800897598266602,179.99331512451172,0.15184635668992996
184,0.14632409065961838,4.2417396068572994,3.4124811410903932,179.99330139160156,0.15041551142930984
185,0.1493270441889763,4.3484461307525635,3.6401084899902343,179.99329986572266,0.15348320007324218
186,0.14595791101455688,4.109942603111267,3.303581881523132,179.9932861328125,0.1499779850244522
187,0.14536326080560685,4.14599118232727,3.323341202735901,179.9932861328125,0.1494023472070694
188,0.14577723443508148,4.06270694732666,3.261257863044739,179.9932861328125,0.1497715801000595
189,0.14591784477233888,4.107809710502624,3.324610686302185,179.9932861328125,0.14993790686130523
190,0.14540092498064042,4.132581686973571,3.330758547782898,179.9932861328125,0.14943368136882781
191,0.1447638288140297,4.063338303565979,3.251927638053894,179.99327087402344,0.1487580195069313
192,0.1442085921764374,4.127061223983764,3.3387775182724,179.99326934814454,0.1482389897108078
193,0.14538534283638,4.022936391830444,3.301241087913513,179.99325561523438,0.1493617981672287
194,0.14405620098114014,4.119646811485291,3.281657314300537,179.99325561523438,0.14808003306388856
195,0.14527402967214584,4.052231884002685,3.3160664081573485,179.99325561523438,0.14926587641239167
196,0.14382604658603668,4.097209835052491,3.318619728088379,179.99325561523438,0.1478405088186264
197,0.14387131482362747,3.9682884931564333,3.1978002548217774,179.99325561523438,0.14781527519226073
198,0.14332586973905564,4.036118483543396,3.2541182041168213,179.9932418823242,0.14730655997991562
199,0.14325475841760635,4.037810230255127,3.3021239280700683,179.9932403564453,0.1472386971116066
200,0.14250412285327912,3.90683798789978,3.2160665512084963,179.99323120117188,0.14641826897859572
201,0.14309754371643066,3.967472290992737,3.1486093997955322,179.99322509765625,0.14703864008188247
202,0.14331380426883697,3.8691452980041503,3.117983031272888,179.99322509765625,0.1472042053937912
203,0.1437482714653015,4.0466105222702025,3.3270331621170044,179.99322509765625,0.14773785471916198
204,0.14231928288936616,3.891701102256775,3.1940866708755493,179.99322509765625,0.14622476547956467
205,0.14214458167552949,3.9381828546524047,3.203322100639343,179.99322204589845,0.1460737630724907
206,0.14219088107347488,3.846369767189026,3.105638098716736,179.9932098388672,0.14606927186250687
207,0.14128888100385667,3.8746339321136474,3.1505008697509767,179.9932098388672,0.1451836496591568
208,0.1416272521018982,3.9223899602890016,3.216654658317566,179.99319458007812,0.14554920494556428
209,0.14168230593204498,3.864547348022461,3.142084574699402,179.99319458007812,0.14557161033153534
210,0.14026473313570023,3.815478205680847,3.084062600135803,179.99319458007812,0.14412660151720047
211,0.14034512639045715,3.803527593612671,3.0544896125793457,179.99319458007812,0.14419953972101213
212,0.13985896110534668,3.767160701751709,3.0878976345062257,179.99319458007812,0.14369686394929887
213,0.14035099744796753,3.8935324907302857,3.1885906219482423,179.9931869506836,0.14425711780786515
214,0.14117771238088608,3.7506137609481813,3.0458203077316286,179.99317932128906,0.145005239546299
215,0.14047006964683534,3.7568620443344116,3.072689914703369,179.99317321777343,0.14430206567049025
216,0.1407015800476074,3.8396146059036256,3.054039788246155,179.9931640625,0.14457401633262634
217,0.14033491015434266,3.7379677534103393,3.050590229034424,179.9931640625,0.144156351685524
218,0.1393255814909935,3.8553653240203856,3.13088743686676,179.9931640625,0.14320973306894302
219,0.13975478261709212,3.7413198947906494,3.0833242893218995,179.9931640625,0.14357953518629074
220,0.14088314473629,3.829283285140991,3.220554566383362,179.9931640625,0.1447587415575981
221,0.13898183703422545,3.7296782732009888,3.0014397382736204,179.99315185546874,0.14279667437076568
222,0.13835490345954896,3.70004026889801,2.9874490976333616,179.99314880371094,0.14215422421693802
223,0.13869665414094925,3.7155381441116333,3.0311441898345945,179.99314880371094,0.14250590950250625
224,0.13808644860982894,3.7000924348831177,3.017147350311279,179.9931381225586,0.14188727885484695
225,0.13821976333856584,3.6998168230056763,3.0420711755752565,179.99313354492188,0.14202170222997665
226,0.13794593811035155,3.5886030197143555,2.913448357582092,179.99313354492188,0.14168583750724792
227,0.1387060508131981,3.684951424598694,3.0224776029586793,179.99313354492188,0.14249957501888275
228,0.13853415846824646,3.6760469675064087,2.9746609210968016,179.99313354492188,0.14232084155082703
229,0.13702929466962815,3.699106049537659,3.0128690242767333,179.99312591552734,0.14082941859960557
230,0.13775743991136552,3.7366943359375,3.049855041503906,179.9931182861328,0.14157820492982864
231,0.13780203759670256,3.6613552808761596,2.923433804512024,179.9931182861328,0.1415788158774376
232,0.13703320175409317,3.7762259006500245,3.1086565017700196,179.99311065673828,0.14087667167186738
233,0.13672849535942078,3.6744763135910032,3.1032442331314085,179.99310302734375,0.14052082151174544
234,0.13843584805727005,3.661175751686096,3.006678342819214,179.99310302734375,0.142216694355011
235,0.135873045027256,3.5984126329421997,2.9962347030639647,179.99310302734375,0.13962198793888092
236,0.13835638165473937,3.730303955078125,3.100948190689087,179.99310302734375,0.1421765059232712
237,0.13694541603326799,3.536421275138855,2.9180139780044554,179.99310302734375,0.14065945595502855
238,0.136269149184227,3.5948333501815797,2.935843825340271,179.99309234619142,0.14001328647136688
239,0.13617191165685655,3.5715153217315674,2.9838747501373293,179.9930877685547,0.13990678787231445
240,0.13659348338842392,3.5492161750793456,2.9451767444610595,179.9930877685547,0.14031527638435365
241,0.13530532419681549,3.5198458194732667,2.918475389480591,179.99307556152343,0.13901109844446183
242,0.13662501722574233,3.57277934551239,2.9365352392196655,179.99307250976562,0.1403581589460373
243,0.135932120680809,3.6356139898300173,2.953294515609741,179.99307250976562,0.13969751596450805
244,0.13539296239614487,3.512941670417786,2.873401236534119,179.99307250976562,0.13909302949905394
